hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight
17197,734097528219238400,-25.9602,-18.1307,-232.128,-0.289035,-0.21445,-2.6097,2.06456e-05
17198,657539976686206976,-24.1696,-20.1354,-229.243,-0.1919,-0.148083,-1.74603,1.35552e-05
17199,166643219256311808,-25.3398,-18.8254,-243.425,-0.464369,-0.357404,-4.4863,1.54435e-05
17200,211680452480598016,-28.5481,-15.2335,-239.001,-0.417236,-0.23454,-3.59406,1.2457e-05
17201,166640814074626048,-23.8367,-20.5081,-235.79,-0.552509,-0.48608,-5.47149,1.3893e-05
17202,0,-30.8333,-12.6751,-252.579,-407380,-304212,-861102,     0
17203,427842445636534272,-25.8838,-18.2163,-222.401,-0.160504,-0.101346,-1.33835,1.2457e-05
17204,0,-31.6678,-11.7408,-255.887,-287073,-255615,-923174,     0
17205,0,-24.673,-19.5719,-279.941,-276693,-296135,-914191,     0
17206,837677364711260160,-22.4968,-22.0083,-223.075,-0.671956,-0.670662,-6.38722,2.14119e-05
17207,117094689823260672,-29.7977,-13.8345,-262.306,-0.460563,-0.203174,-4.01493,1.06881e-05
17208,27046886531661824,-11.7043,-29.2591,-244.019,-0.227833,-0.526649,-4.1825,1.20386e-05
17209,639525165876649986,-13.4895,-28.3989,-263.791,-0.286525,0.227938,-0.212851,1.13863e-05
17210,292755072658440192,-13.4478,-28.419,-260.393,-0.175376,-0.350785,-3.38603,1.07578e-05
17211,337781173327495168,-14.7904,-27.772,-231.889,-0.126751,-0.219853,-1.93522,1.2457e-05
17212,941255551935840256,-23.5968,-23.5284,-216.22,-0.315364,-0.299635,-2.89742,9.43373e-06
17213,950268523626627072,-22.5944,-24.0114,-224.748,-0.236102,-0.26595,-2.37823,1.76477e-05
17214,202662189390102528,-10.185,-29.9913,-222.002,-0.238553,-0.671495,-4.88167,1.55633e-05
17215,265713683684917248,-22.7174,-23.9521,-238.649,-0.399157,-0.405881,-4.13724,9.38896e-06
17216,657533791933300736,-15.3459,-27.5044,-229.379,-1.19828,-2.12817,-17.5245,9.67283e-05
17217,837684923853701120,-13.8257,-28.2369,-266.352,-0.2423,-0.516794,-4.63598,     0
17218,328764422065487872,-25.0288,-22.8383,-254.432,-0.548147,-0.514704,-5.71489,     0
17219,166645349560090624,-15.963,-27.2069,-223.101,-0.0725185,-0.139143,-1.10411,1.2457e-05
17220,761109917573578752,-13.7898,-28.2542,-273.307,-0.205754,-0.400903,-3.68891,1.64322e-05
17221,220700296119058432,-14.0891,-28.11,-276.852,-0.0819675,-0.186571,-1.77325,1.16131e-05
17222,693558946819997696,-19.3079,-25.5951,-259.47,-0.351019,-0.447276,-4.7317,1.64168e-05
17223,824161068271009792,-21.6845,-24.4499,-229.219,-0.37655,-0.438564,-4.09213,1.57978e-05
17224,391818390261465088,-15.0573,-27.6434,-227.809,-0.121465,-0.202188,-1.62789,     0
17225,27023453190094848,-20.2649,-25.134,-274.672,-0.6759,-0.853529,-9.20579,2.08853e-05
17226,391818390278246401,-12.5631,-28.8453,-258.783,0.204123,0.09848,-0.137705,     0
17227,306245599294914560,-10.1925,-29.9877,-280.722,-0.0792085,-0.260001,-2.48305,1.35552e-05
17228,716072684349292544,-24.0089,-23.3298,-246.576,-2.63657,-2.57195,-26.4965,5.69317e-05
17229,571961275844657152,-22.926,-23.8516,-257.47,-0.291141,-0.317921,-3.40486,1.60094e-05
17230,180151750395691008,-17.7084,-26.3659,-232.735,-0.423848,-0.647991,-5.94915,1.67137e-05
17231,0,-19.742,-25.3859,-231.691,-371927,-513157,-773524,     0
17232,837677364711260160,-23.8809,-23.3915,-236.24,-0.671385,-0.671141,-6.38718,1.82974e-05
17233,4515281938415616,-21.173,-24.6964,-270.502,-0.92023,-1.05858,-11.65,5.74858e-05
17234,873699014904643584,-15.6988,-27.3343,-253.676,-0.570401,-1.0136,-9.4479,3.04986e-05
17235,4527376566321152,-10.1031,-30.9194,-220.299,-0.193879,-0.565066,-4.04122,1.56535e-05
17236,639525165859864576,-4.32502,-31.2454,-228.059,-0.0647346,-0.540751,-4.02591,     0
17237,166645280840613888,-10.1633,-30.916,-229.675,-0.148225,-0.418017,-3.10172,1.2457e-05
17238,842178352998514688,-9.26825,-30.9665,-210.705,-0.249816,-0.800445,-5.42893,     0
17239,837680457104498690,-6.62397,-31.1157,-274.98,-0.100654,-0.119925,0.0415627,3.30895e-05
17240,4527445285797888,-9.13089,-30.9743,-240.47,-0.248969,-0.879678,-6.8089,2.0728e-05
17241,94576897844838400,-12.7853,-30.7681,-213.829,-0.181528,-0.463953,-3.30069,1.00647e-05
17242,238692360798601216,-8.70815,-30.9981,-246.255,-0.0921456,-0.364442,-2.93891,1.16131e-05
17243,22520540757491712,-9.45666,-30.9559,-217.712,-0.252504,-0.796804,-5.64978,1.91442e-05
17244,211680383761121280,-11.7118,-30.8287,-234.287,-0.282449,-0.718494,-5.56217,2.12251e-05
17245,27031768246779904,1.58138,-31.5785,-232.371,0.0259105,-0.346668,-2.54432,     0
17246,639525165876649986,-10.314,-30.9075,-261.441,-0.288174,0.226113,-0.212685,1.35552e-05
17247,954777002336845824,-5.38786,-31.1854,-270.242,-0.121434,-0.617768,-4.44886,1.78626e-05
17248,495397883156103168,-5.95774,-31.1533,-209.918,-0.237645,-1.29873,-8.89314,2.68682e-05
17249,896219074642583554,0.00812435,-31.4898,-235.903,0.0835627,-0.303916,-0.345641,1.07578e-05
17250,616994935656153088,-5.53881,-31.1769,-210.2,-0.0527469,-0.240283,-1.60753,1.16131e-05
17251,94576485527977984,-8.60022,-31.0042,-223.358,-0.0900869,-0.288406,-2.16132,1.07578e-05
17252,99080772350115840,-2.77342,-31.3329,-236.267,-0.0257318,-0.394752,-3.01948,1.16131e-05
17253,621497985527709696,-4.73336,-31.2223,-213.416,-0.0382662,-0.315535,-2.07109,1.2457e-05
17254,734102063704702976,-1.50773,-31.4043,-272.522,-0.022685,-0.669953,-5.75165,1.13806e-05
17255,27031836966256640,-8.59903,-31.0043,-250.703,-0.357979,-1.25554,-10.1156,2.85308e-05
17256,9008023888461824,-1.24367,-31.4192,-251.201,-0.0247977,-0.856966,-6.74945,1.69166e-05
17257,27046886531661824,-12.3658,-30.7918,-256.187,-0.226517,-0.527669,-4.18241,1.05569e-05
17258,873727808365395968,1.02404,-31.5471,-211.167,0.00539203,-1.02874,-7.18253,     0
17259,202662189390102528,-10.507,-30.8966,-228.584,-0.239329,-0.670788,-4.88169,1.34882e-05
17260,0,-12.6927,-30.7734,-238.954,-399938,-375584,-836054,     0
17261,662034574062125056,3.83287,-31.9655,-221.17,0.0295501,-0.157483,-1.04668,1.07578e-05
17262,166642051025207296,9.99386,-29.8114,-233.051,0.0931564,-0.247795,-1.94814,1.35552e-05
17263,873727808365395968,1.03194,-32.9448,-220.925,0.00623412,-1.02874,-7.18253,     0
17264,292738167667163136,8.07742,-30.4815,-269.85,0.124418,-0.432803,-4.01564,     0
17265,450360512492863488,11.693,-29.2173,-210.59,0.329758,-0.846236,-6.08206,1.77797e-05
17266,495401525288370176,5.62732,-31.3381,-260.01,0.144907,-0.751763,-6.33849,2.34084e-05
17267,306252402523111424,5.72373,-31.3044,-274.179,0.0464997,-0.301761,-2.71592,9.46525e-06
17268,301760004170448896,10.2811,-29.711,-234.571,0.114747,-0.300076,-2.29688,2.87563e-05
17269,864699443511820288,11.7174,-29.2088,-240.628,0.165536,-0.386765,-3.19388,1.16131e-05
17270,860188422180962304,8.74723,-30.2473,-245.324,0.207134,-0.757604,-6.10618,     0
17271,220688201491152896,13.5475,-28.5689,-266.888,0.176879,-0.350074,-3.25652,1.07578e-05
17272,324263502497710080,8.92545,-30.185,-222.074,0.174778,-0.55862,-4.09744,1.41566e-05
17273,716079075260628992,8.4527,-30.3503,-250.593,0.0948826,-0.144897,-1.21373,     0
17274,27031768246779904,1.66802,-32.7224,-240.767,0.0265006,-0.346031,-2.54432,     0
17275,220680023873421312,7.83381,-30.5666,-260.587,0.0318749,-0.163101,-1.34985,1.07578e-05
17276,9008023888461824,-1.30959,-33.7635,-269.665,-0.0234397,-0.856707,-6.74945,1.48345e-05
17277,837674409773760512,5.4464,-31.4014,-266.642,0.177867,-0.968549,-7.89115,2.62642e-05
17278,526922668230836224,14.1225,-28.3679,-239.703,0.20236,-0.429226,-3.58075,1.81814e-05
17279,896219074642583554,0.460391,-33.1446,-237.785,0.0820575,-0.303862,-0.345949,9.43373e-06
17280,418840194184118272,3.88348,-31.9478,-280.846,0.127429,-0.966722,-8.63705,1.89289e-05
17281,860188765778345984,11.7274,-29.2053,-227.585,0.834002,-2.05522,-16.011,5.08054e-05
17282,18015016984772608,8.53633,-30.321,-235.621,0.157124,-0.521824,-4.14083,1.24555e-05
17283,689052667133034496,13.8122,-28.4764,-210.195,0.212853,-0.46268,-3.40606,1.17753e-05
17284,549439635575537664,4.95882,-31.5718,-224.852,0.0219751,-0.19863,-1.42248,1.35552e-05
17285,63061870935801856,16.4279,-27.4813,-274.204,0.309287,-0.49937,-5.01994,3.77154e-05
17286,684556214331244544,19.4982,-24.7389,-237.04,0.150414,-0.205021,-1.9071,1.35552e-05
17287,216173538028027904,16.0736,-27.7977,-243.525,0.207595,-0.376804,-3.33075,1.00827e-05
17288,220688201491152896,14.0653,-29.5915,-276.405,0.177436,-0.350171,-3.25643,9.43373e-06
17289,45038332735913984,21.8937,-22.5991,-248.435,0.330783,-0.354678,-3.76493,1.2457e-05
17290,0,13.0354,-30.5114,-263.934,-145285,404979,-902709,     0
17291,364795143229800448,16.9761,-26.9916,-262.335,0.173909,-0.256714,-2.44168,1.07578e-05
17292,130606244619616256,18.6926,-25.4584,-228.049,0.581172,-0.809218,-7.2789,2.43174e-05
17293,526922668230836224,14.5111,-29.1933,-246.587,0.202269,-0.430292,-3.58058,1.40257e-05
17294,58548238264827904,14.1391,-29.5256,-211.334,0.242114,-0.482755,-3.46397,1.00295e-05
17295,292738717422977024,17.0861,-26.8933,-253.749,0.235884,-0.35475,-3.54516,1.07578e-05
17296,450360512492863488,12.4126,-31.0677,-223.885,0.32952,-0.846368,-6.082,1.55915e-05
17297,427842376917057536,19.5289,-24.7114,-209.059,0.554416,-0.686098,-5.8653,     0
17298,689052667133034496,14.249,-29.4274,-217.195,0.212992,-0.46338,-3.40591,1.02053e-05
17299,445867152067526656,17.2207,-26.7731,-256.747,0.208023,-0.304934,-2.92365,1.07578e-05
17300,126101751639048192,16.3142,-27.5828,-258.127,0.337379,-0.588228,-5.54846,1.74167e-05
17301,166640333038288896,23.691,-20.9938,-239.648,0.34215,-0.316042,-3.50261,1.81814e-05
17302,864699443511820288,12.4874,-31.0009,-255.436,0.166598,-0.386033,-3.19384,1.00647e-05
17303,495401387849416704,14.8704,-28.8724,-254.928,0.727545,-1.43336,-12.7976,3.21961e-05
17304,337777531195228160,19.1974,-25.0075,-231.618,0.354103,-0.444457,-4.33976,2.29014e-05
17305,873736673177894912,15.6008,-28.22,-225.643,0.281212,-0.383738,-2.96255,1.00827e-05
17306,364814659561193472,19.2205,-24.9868,-251.271,0.202324,-0.248319,-2.43433,1.16131e-05
17307,27033829831081984,17.6774,-26.3652,-242.983,0.244321,-0.381594,-3.44805,1.81814e-05
17308,657530630837370880,17.0203,-26.9521,-273.229,0.505797,-0.781421,-7.88052,     0
17309,860188765778345984,12.4648,-31.0211,-241.732,0.834988,-2.05451,-16.0109,4.26765e-05
17310,418841774732083200,18.2892,-25.8188,-238.432,0.46475,-0.638535,-6.05955,1.57487e-05
17311,139617910640345088,17.024,-26.9488,-213.51,0.360814,-0.585031,-4.77895,1.92016e-05
17312,364804214200729600,26.2984,-17.8484,-248.736,0.471816,-0.331722,-4.30401,1.1319e-05
17313,220686346065281024,29.0712,-12.0944,-220.797,0.50947,-0.223014,-3.82583,     0
17314,747609289174024192,26.2821,-17.8823,-243.941,0.135338,-0.0794791,-1.20554,1.16131e-05
17315,153129190558793728,24.7239,-21.1159,-232.789,1.4211,-1.22804,-13.5401,3.99187e-05
17316,743099023757410304,25.068,-20.4018,-265.596,0.305496,-0.236126,-3.14537,1.16131e-05
17317,405325753169739776,24.9239,-20.7008,-213.427,0.408508,-0.351797,-3.6522,1.32574e-05
17318,873702519597957120,28.671,-12.9249,-239.724,0.743078,-0.323297,-6.22846,1.61013e-05
17319,558451232876789760,28.8687,-12.5145,-250.598,0.286924,-0.135322,-2.62789,1.07578e-05
17320,220685177834176512,23.6728,-23.2971,-263.826,0.29293,-0.301361,-3.27337,1.35552e-05
17321,526921843597115392,26.2628,-17.9223,-278.913,0.320909,-0.230531,-3.46138,9.46525e-06
17322,153137849212862464,27.1587,-16.0631,-234.866,0.666179,-0.383616,-5.76584,2.9537e-05
17323,301747497225682944,29.974,-10.2209,-229.896,0.739274,-0.262818,-5.45481,1.68996e-05
17324,45038332735913984,23.2873,-24.0971,-264.318,0.329853,-0.355613,-3.76488,1.06451e-05
17325,337777393756274688,26.0447,-18.3749,-271.861,2.86642,-2.00749,-30.8517,6.77759e-05
17326,716074196177780736,26.7781,-16.853,-256.361,0.28924,-0.193951,-2.76308,1.2457e-05
17327,306248829110321152,27.6908,-14.9589,-249.429,2.86557,-1.55781,-26.7986,     0
17328,252202060169084928,25.0564,-20.4259,-210.778,0.248086,-0.190022,-2.09406,1.07578e-05
17329,860192064313229312,25.573,-19.3538,-233.433,0.170814,-0.142366,-1.62137,1.16131e-05
17330,693555785724067840,27.2836,-15.804,-280.05,0.263069,-0.141006,-2.72036,1.00827e-05
17331,130605969741709312,26.8269,-16.7518,-253.688,0.503199,-0.325145,-4.85998,1.57129e-05
17332,166640333038288896,24.4461,-21.6923,-247.383,0.341843,-0.316858,-3.50252,1.40257e-05
17333,923241565743218688,31.2051,-5.03881,-245.314,1.01004,-0.153023,-7.72499,2.4872e-05
17334,27036990927011840,31.1568,-5.89514,-217.856,0.186396,-0.0449508,-1.30237,1.35552e-05
17335,229687498006069248,31.1708,-5.64773,-234.931,0.508349,-0.0823634,-3.79306,1.6815e-05
17336,743096687295201280,31.2476,-4.28576,-267.857,0.358497,-0.0388364,-3.04777,1.35552e-05
17337,4532942843936768,31.2732,-3.83109,-264.354,0.922333,-0.122999,-7.80821,2.10542e-05
17338,130610505227173888,31.4518,-0.665129,-223.004,0.178264,0.00573097,-1.28459,1.07578e-05
17339,873702519597957120,30.7103,-13.8102,-256.812,0.743712,-0.321908,-6.22842,1.41196e-05
17340,707071326250074112,31.3742,-2.04096,-218.085,1.51737,-0.0873983,-10.3741,3.89315e-05
17341,364795280668753920,31.1647,-5.75485,-248.779,0.499325,-0.082548,-3.79287,1.17376e-05
17342,711574857157967872,31.5912,1.80612,-270.426,0.387568,0.0133958,-3.29333,8.94642e-06
17343,225186509718814720,31.1628,-5.78891,-274.42,0.32252,-0.0696525,-2.79846,1.16131e-05
17344,558451232876789760,30.7335,-13.3984,-267.692,0.28648,-0.136058,-2.62786,9.43373e-06
17345,220685315273129984,31.5695,1.42176,-232.59,0.64221,0.0381858,-4.6497,1.32358e-05
17346,743095793942003712,31.3057,-3.25529,-279.158,0.709628,-0.0833658,-6.31379,1.56229e-05
17347,301745366921904128,31.0201,-8.31812,-229.676,0.187625,-0.0601481,-1.3513,1.35552e-05
17348,558460441286672384,30.9387,-9.76212,-230.717,0.36505,-0.0908772,-3.08197,1.4789e-05
17349,517914025867083776,31.5733,1.4879,-256.407,1.36993,0.0541984,-10.8408,3.24603e-05
17350,211670969192808448,30.9427,-9.69091,-212.726,0.355515,-0.121425,-2.49753,     0
17351,662035123817938944,31.5025,0.23414,-228.73,0.557398,0.0134109,-3.87182,1.36146e-05
17352,418836620771328000,31.4393,-0.886571,-253.14,0.315369,-0.0179376,-2.5858,1.16131e-05
17353,639523516592422912,31.1618,-5.80722,-213.669,0.321454,-0.0687641,-2.26137,1.35552e-05
17354,837681487879864320,31.1029,-6.85102,-230.894,0.575913,-0.117248,-4.053,1.42028e-05
17355,220686346065281024,30.7652,-12.838,-233.523,0.509568,-0.224574,-3.82568,     0
17356,355795571836977152,31.2118,-4.92064,-260.826,0.160803,-0.0352979,-1.34556,1.64322e-05
17357,63059259595685888,31.2677,-3.92875,-262.576,0.271354,-0.0253895,-2.27161,1.35552e-05
17358,301747497225682944,30.8943,-10.5485,-236.687,0.73857,-0.263767,-5.45481,1.46463e-05
17359,220693149310259201,31.2469,-4.29807,-220.6,0.15605,-0.163196,0.0851952,1.4789e-05
17360,837674341054283776,31.1085,-6.7505,-261.801,1.29785,-0.292231,-10.4779,4.81021e-05
17361,229688322639790080,29.2963,11.467,-231.65,0.54063,0.201926,-4.22081,2.64392e-05
17362,130610505227173888,33.5125,-0.59177,-237.856,0.17811,0.00719262,-1.28457,9.43373e-06
17363,517914025867083776,32.769,1.53492,-265.868,1.36945,0.0533675,-10.8408,2.72667e-05
17364,355786088549187584,28.8442,12.7601,-275.491,0.172007,0.0661594,-1.60044,1.00827e-05
17365,716075708006268928,29.5781,10.6613,-248.708,0.660262,0.248105,-5.459,1.43038e-05
17366,454868166569361408,31.051,6.4484,-267.741,0.259619,0.0438815,-2.21594,1.07578e-05
17367,662035123817938944,33.2088,0.276756,-240.583,0.556831,0.0140628,-3.87182,1.16343e-05
17368,216176905282387968,32.0525,3.58394,-261.804,0.949548,0.0958748,-7.89805,2.14963e-05
17369,684556145611767808,28.6593,13.2892,-219.043,0.236503,0.0985442,-1.76739,     0
17370,58546863875293184,29.5214,10.8234,-245.622,0.27926,0.112515,-2.33681,1.35552e-05
17371,4509921819230208,31.152,6.15962,-267.89,1.13956,0.233247,-9.80757,3.04812e-05
17372,589972169660825600,28.5302,13.6583,-222.335,0.390149,0.176045,-2.92207,1.07578e-05
17373,301748253139927040,29.1984,11.7471,-224.423,1.21685,0.478894,-8.9264,     0
17374,954768755999637504,32.1213,3.38727,-263.88,0.297134,0.0212925,-2.32604,1.35552e-05
17375,711574857157967872,32.6615,1.84223,-279.521,0.388173,0.0125289,-3.29318,8.05177e-06
17376,734108592054992896,32.5605,2.13124,-210.494,0.171874,0.0214593,-1.10106,8.93041e-06
17377,220685315273129984,32.783,1.49461,-241.376,0.64241,0.0389573,-4.64963,1.16068e-05
17378,878207905931722752,28.7036,13.1622,-245.681,0.330874,0.16241,-2.8916,1.2457e-05
17379,837680938124050432,30.9714, 6.676,-259.224,0.533845,0.124066,-4.28648,1.95602e-05
17380,932256461579354112, 28.84,12.7724,-258.179,0.158094,0.0443037,-1.36211,1.2457e-05
17381,418836620771328000,33.6614,-1.01765,-271.362,0.315421,-0.018845,-2.58575,1.00647e-05
17382,90083262541594624,31.9724,3.81315,-243.647,0.250384,0.0203411,-2.00212,1.2457e-05
17383,594476250324533248,31.0869,6.34566,-218.61,0.26414,0.0447481,-1.79532,1.81814e-05
17384,135109569369079808,28.4092,14.0043,-237.976,0.70712,0.338838,-6.13005,1.81305e-05
17385,216175256014946304,28.765,12.9866,-240.516,0.258593,0.127612,-2.24877,1.2457e-05
17386,801641008549855232,29.9959,9.46614,-211.283,2.95474,0.922949,-20.9039,6.77759e-05
17387,337780898449588224,27.5855,16.3112,-229.5,0.537248,0.307642,-4.60327,1.48208e-05
17388,932256461579354112,30.3681,13.1959,-271.335,0.158957,0.0433711,-1.36201,1.06451e-05
17389,950261857837383680,29.2049,14.4981,-209.198,0.232228,0.12656,-1.65653,     0
17390,360290718968709120,21.2774,23.3735,-226.06,0.119393,0.144534,-1.32842,1.2457e-05
17391,936751746150039552,21.7885,22.8012,-268.039,0.486089,0.49546,-5.80536,1.2405e-05
17392,135109569369079808,29.2756,14.419,-245.484,0.707876,0.33861,-6.12993,1.54934e-05
17393,716075708006268928,31.8628,11.5225,-267.606,0.659751,0.249593,-5.45893,1.25433e-05
17394,216175256014946304,30.006,13.6012,-251.315,0.257955,0.128906,-2.24873,1.06451e-05
17395,761108611903520768,26.3692,17.6729,-209.1,1.30677,0.88559,-9.61583,5.62521e-05
17396,801643619889971200,24.874,19.3468,-267.618,0.278902,0.22816,-3.07024,1.07578e-05
17397,535937357908541440,20.8427,23.8601,-274.195,0.153666,0.184753,-1.92688,1.35552e-05
17398,162131235852779520,21.9565,22.6132,-225.209,0.409423,0.409588,-4.20497,1.06752e-05
17399,58546863875293184,31.6985,11.7064,-263.856,0.278808,0.114075,-2.33675,1.13863e-05
17400,225192763191197696,31.431,12.0059,-217.98,0.600622,0.240376,-4.08539,1.10371e-05
17401,274720608061751296,21.9186,22.6556,-244.865,0.827326,0.842955,-9.22585,2.42409e-05
17402,752108490754883584,24.8272,19.3993,-216.707,0.0792381,0.0888884,-0.571097,     0
17403,684556145611767808,29.8453,13.7812,-227.901,0.236793,0.0978335,-1.76739,     0
17404,864717241856294912,24.2313,20.0664,-267.442,0.192884,0.148166,-2.04933,1.35552e-05
17405,301748253139927040,31.0219,12.4639,-237.797,1.21771,0.477515,-8.92632,     0
17406,418841843451559936,23.7743,20.5781,-238.218,0.705887,0.600064,-7.1497,2.48988e-05
17407,589972169660825600,29.5464,14.1158,-229.943,0.390247,0.175426,-2.92204,9.43373e-06
17408,360289688176558080,  28.8,14.9514,-229.602,0.181199,0.105314,-1.4711,     0
17409,968277768175353856,22.8512,21.6115,-273.987,0.169103,0.146734,-1.9148,1.07578e-05
17410,459368261503418368,27.303,16.6275,-250.027,0.541095,0.318372,-4.87101,1.78096e-05
17411,454874557480697856,23.0666,21.3704,-272.857,0.148861,0.125274,-1.6878,1.07578e-05
17412,9008230046892032,26.493,17.5343,-247.427,1.94506,1.27342,-17.8465,5.31159e-05
17413,180145153342705665,21.4684,23.1597,-223.424,0.283373,0.155022,-0.0500304,1.00827e-05
17414,117110014266572800,27.4301,16.4851,-209.655,0.174284,0.115442,-1.36959,1.00827e-05
17415,801653309336190976,28.6384,15.1324,-209.899,0.90269,0.488222,-6.68675,2.49818e-05
17416,40535007986450432,17.1522,26.6339,-212.581,0.298692,0.445108,-3.54278,1.56636e-05
17417,711574307402153984,19.0262,25.7308,-217.355,0.315078,0.44168,-3.63865,1.44803e-05
17418,360290718968709120,22.0273,24.2847,-234.422,0.119043,0.145624,-1.32829,1.06451e-05
17419,274720608061751296,23.0396,23.7969,-257.361,0.828392,0.842145,-9.22578,2.10088e-05
17420,657528981569929216,23.3513,23.6467,-218.31,0.210927,0.199451,-1.87838,8.93041e-06
17421,936751746150039552,22.8543,23.8862,-280.76,0.487622,0.495522,-5.80518,1.10818e-05
17422,364799128959451136,14.6431,27.843,-237.694,0.344268,0.636537,-5.20918,2.01143e-05
17423,63059671912546304,16.8837,26.7633,-209.675,0.20813,0.347167,-2.67393,1.2457e-05
17424,671041361000005632,18.3263,26.0681,-276.429,0.538853,0.749472,-7.94082,1.41644e-05
17425,734091687063715840,15.7741,27.298,-224.572,1.34898,2.31342,-18.841,5.58563e-05
17426,306250203499855872,23.5607,23.5458,-217.959,0.363364,0.347342,-3.42287,1.01062e-05
17427,162131235852779520,23.1084,23.7637,-237.03,0.410912,0.409073,-4.20483,9.53648e-06
17428,382807892471840768,24.8587,22.9203,-213.578,0.198275,0.168009,-1.72363,9.43373e-06
17429,535931516753018880,20.5168,25.0126,-280.287,0.280782,0.325767,-3.79745,1.16131e-05
17430,432345701666521088,10.4251,29.8756,-275.814,0.312615,0.869036,-8.33971,     0
17431,432345770385997824,16.2822,27.0532,-279.306,0.208333,0.328171,-3.56532,1.35552e-05
17432,67554544166371328,11.0202,29.5888,-235.676,0.153781,0.386364,-3.13627,1.16131e-05
17433,211685743880306688,17.6946,26.3726,-215.959,0.219215,0.343549,-2.81059,1.4789e-05
17434,211685812599783424,18.558,25.9565,-263.694,0.47088,0.641729,-6.66467,1.58688e-05
17435,180145153342705665,22.826,23.8998,-223.664,0.283202,0.155391,-0.0495692,8.93041e-06
17436,824159144125661184, 11.05,29.5744,-275.905,0.208495,0.587393,-5.48573,1.20704e-05
17437,103583478624288768,21.0743,24.7439,-277.181,0.102624,0.136205,-1.44515,1.64322e-05
17438,671047958069772288,16.3569,27.0172,-267.798,0.656962,1.06727,-10.5428,2.74792e-05
17439,369296406394961920,6.79761,31.1059,-228.925,0.183637,0.791336,-5.79941,2.03325e-05
17440,707074899662864384,6.6355,31.115,-237.116,0.305664,1.47175,-11.0344,8.6193e-05
17441,639523241714515968,5.60534,31.1731,-212.774,0.170411,0.995878,-6.93792,2.68824e-05
17442,734118075342782464,-1.71559,31.5861,-229.788,-0.133445,0.57549,-3.89261,1.55432e-05
17443,391816122518732800,8.38985,31.0161,-218.758,0.176869,0.6905,-4.64098,1.81287e-05
17444,139615161861275648,2.56248,31.3448,-248.637,0.0516474,0.730773,-5.99847,2.03271e-05
17445,211670556875948032,7.76048,31.0516,-261.911,0.112595,0.408909,-3.50754,1.2457e-05
17446,648526455239606272,10.0765,30.9209,-222.419,0.0900403,0.308851,-2.10428,1.81814e-05
17447,324259997804396544,3.5424,31.2895,-223.101,0.0702057,0.535739,-3.79649,1.44231e-05
17448,743110362471071744,3.4938,31.2923,-235.39,0.155926,1.1453,-8.30901,2.55307e-05
17449,211677703701528576,13.8855,30.7061,-218.117,0.16023,0.329489,-2.40308,1.00647e-05
17450,734107355104411648,3.20924,31.3083,-268.983,0.032828,0.406895,-3.4424,1.35552e-05
17451,932250757862785024,5.72639,31.1663,-245.34,0.0445632,0.186922,-1.50008,1.35552e-05
17452,126103332187013120,9.7155,30.9413,-235.825,0.0830701,0.295387,-2.2729,1.4789e-05
17453,67554544166371328,11.5194,30.8395,-245.832,0.15496,0.385943,-3.13622,1.00647e-05
17454,495403105836335104,9.94346,30.9284,-242.28,0.132348,0.382079,-3.07162,1.64322e-05
17455,963771900805251072,3.99213,31.2641,-237.649,0.102346,0.871372,-6.67427,2.17293e-05
17456,180145222045401088,-0.635953,31.5252,-258.423,-0.0503907,2.09264,-17.8806,3.81888e-05
17457,0,5.83554,31.1602,-254.035,71483.7,-200808,-977019,     0
17458,639513552268296192,1.22362,31.4203,-240.808,0.0225557,0.323779,-2.5327,1.35552e-05
17459,225185822524047360,-1.69087,31.5847,-233.292,-0.242897,4.40711,-31.7835,     0
17460,103595848130101248,0.701497,31.4498,-233.92,0.0206304,0.521068,-3.84574,9.77619e-06
17461,450361405846061056,-2.6274,32.387,-216.103,-0.0236311,0.173044,-1.16554,1.35552e-05
17462,301751345516380160,-3.48715,32.0864,-244.257,-0.0756106,0.612685,-4.49088,1.75676e-05
17463,914237458864930816,-12.3582,28.9848,-273.404,-0.583366,1.39141,-12.5435,3.03716e-05
17464,558449171292487680,-2.87556,32.3002,-269.78,-0.0680945,0.655669,-5.70043,2.58727e-05
17465,391816053799256064,-7.52221,30.6756,-246.301,-0.25507,1.07639,-8.30478,2.28909e-05
17466,396316904647557120,-13.0677,28.7367,-246.537,-0.803734,1.78996,-15.594,4.93983e-05
17467,103595848130101248,0.788465,33.5813,-249.652,0.0217594,0.520797,-3.84572,8.73339e-06
17468,270218726421299200,-6.83563,30.9156,-212.02,-0.0614094,0.318439,-2.08853,     0
17469,103589388516069377,-6.47587,31.0414,-256.469,-0.112304,-0.440511,0.133018,1.4789e-05
17470,54045050954317824,-9.50075,29.9838,-257.074,-0.143189,0.420633,-3.6519,1.2457e-05
17471,662033611989450752,-10.461,29.6481,-259.639,-0.190709,0.570563,-4.77379,1.25013e-05
17472,450360649931816960,-6.28227,31.1091,-234.156,-0.0281019,0.188227,-1.40866,1.35552e-05
17473,225185822524047360,-1.75203,32.693,-241.285,-0.243542,4.40792,-31.7834,     0
17474,112591846110134272,-3.89015,31.9455,-264.742,-0.0265517,0.295259,-2.44011,1.35552e-05
17475,878211410625036288,-4.52712,31.7228,-257.133,-0.0658917,0.388234,-3.1756,1.2457e-05
17476,734090587552088064,-6.94563,30.8772,-241.459,-0.267035,1.14903,-8.89355,5.99768e-05
