hit_id,x,y,z,volume_id,layer_id,module_id
2614,73.1219,109.75,-1302,7,4,72
2615,84.239,129.919,-1302,7,4,72
2616,91.5281,119.945,-1302,7,4,72
2617,70.6842,108.274,-1302,7,4,72
2618,75.3818,111.858,-1302,7,4,72
2619,49.5375,94.6395,-1298,7,4,73
2620,75.4093,119.921,-1298,7,4,73
2621,79.2134,135.792,-1298,7,4,73
2622,72.2979,129.029,-1298,7,4,73
2623,61.8766,101.996,-1298,7,4,73
2624,28.1809,63.2658,-1297.5,7,4,74
2625,19.9529,53.4621,-1297.5,7,4,74
2626,19.8952,44.8302,-1297.5,7,4,74
2627,31.4992,54.8142,-1297.5,7,4,74
2628,14.7029,56.6478,-1297.5,7,4,74
2629,32.9923,60.3787,-1297.5,7,4,74
2630,23.9665,43.9454,-1297.5,7,4,74
2631,27.9584,46.9192,-1297.5,7,4,74
2632,29.381,64.5953,-1297.5,7,4,74
2633,28.3483,58.7048,-1297.5,7,4,74
2634,30.368,91.2801,-1297.5,7,4,74
2635,11.4511,49.0077,-1297.5,7,4,74
2636,21.9471,61.2816,-1297.5,7,4,74
2637,32.0675,79.3124,-1297.5,7,4,74
2638,13.4235,51.4176,-1297.5,7,4,74
2639,28.717,56.59,-1297.5,7,4,74
2640,15.7428,51.0069,-1297.5,7,4,74
2641,13.805,48.1576,-1297.5,7,4,74
2642,13.7083,48.3163,-1297.5,7,4,74
2643,26.8382,81.8438,-1297.5,7,4,74
2644,19.0475,47.7486,-1297.5,7,4,74
2645,30.7034,55.7672,-1297.5,7,4,74
2646,27.2998,58.3947,-1297.5,7,4,74
2647,25.908,47.0988,-1297.5,7,4,74
2648,20.5146,44.8882,-1297.5,7,4,74
2649,18.5106,49.9802,-1297.5,7,4,74
2650,11.7524,45.8154,-1297.5,7,4,74
2651,30.5105,94.0401,-1297.5,7,4,74
2652,19.9228,51.9524,-1297.5,7,4,74
2653,59.9757,132.799,-1302,7,4,75
2654,65.0666,153.118,-1302,7,4,75
2655,57.6663,124.227,-1302,7,4,75
2656,76.2706,157.201,-1302,7,4,75
2657,49.6501,94.9309,-1302,7,4,75
2658,68.3944,157.436,-1302,7,4,75
2659,39.6091,99.2994,-1302,7,4,75
2660,46.7376,124.312,-1298,7,4,76
2661,34.518,125.021,-1298,7,4,76
2662,33.0675,103.616,-1298,7,4,76
2663,56.7328,150.372,-1298,7,4,76
2664,44.2371,140.875,-1298,7,4,76
2665,37.0622,106.252,-1298,7,4,76
2666,44.5909,138.312,-1298,7,4,76
2667,39.4279,98.9925,-1298,7,4,76
2668,50.4597,147.798,-1298,7,4,76
2669,10.339,62.8768,-1302.5,7,4,77
2670,17.637,86.6358,-1302.5,7,4,77
2671,11.8342,45.9732,-1302.5,7,4,77
2672,13.9007,48.3695,-1302.5,7,4,77
2673,6.77647,38.9738,-1302.5,7,4,77
2674,11.1227,64.2138,-1302.5,7,4,77
2675,7.72362,59.6937,-1302.5,7,4,77
2676,6.68391,51.7219,-1302.5,7,4,77
2677,15.816,51.207,-1302.5,7,4,77
2678,19.9377,87.0091,-1302.5,7,4,77
2679,22.044,61.5129,-1302.5,7,4,77
2680,20.1725,72.7799,-1302.5,7,4,77
2681,4.39859,52.5674,-1302.5,7,4,77
2682,20.0061,52.1679,-1302.5,7,4,77
2683,19.154,73.8921,-1302.5,7,4,77
2684,17.8175,74.965,-1302.5,7,4,77
2685,6.01704,47.659,-1302.5,7,4,77
2686,18.5525,50.1825,-1302.5,7,4,77
2687,25.4418,83.4167,-1302.5,7,4,77
2688,30.4632,91.6553,-1302.5,7,4,77
2689,13.7811,48.5139,-1302.5,7,4,77
2690,11.5223,49.1719,-1302.5,7,4,77
2691,16.7518,96.2278,-1302.5,7,4,77
2692,20.0558,53.6601,-1302.5,7,4,77
2693,19.1409,47.9213,-1302.5,7,4,77
2694,26.9459,82.1449,-1302.5,7,4,77
2695,13.5047,51.6463,-1302.5,7,4,77
2696,34.61,125.423,-1302,7,4,78
2697,18.2701,111.857,-1302,7,4,78
2698,28.1051,135.11,-1302,7,4,78
2699,27.401,109.841,-1302,7,4,78
2700,32.6101,134.161,-1302,7,4,78
2701,12.2612,99.395,-1298,7,4,79
2702,8.49965,76.4532,-1298,7,4,79
2703,4.75787,58.8613,-1298,7,4,79
2704,-0.739468,66.1212,-1298,7,4,79
2705,6.63982,51.5473,-1298,7,4,79
2706,-2.52222,60.6756,-1298,7,4,79
2707,-1.34647,76.8895,-1298,7,4,79
2708,4.36273,61.4879,-1298,7,4,79
2709,-2.86532,55.0415,-1298,7,4,79
2710,7.07023,71.0361,-1298,7,4,79
2711,7.66528,59.4788,-1298,7,4,79
2712,-3.7897,54.1299,-1298,7,4,79
2713,4.99744,82.9354,-1298,7,4,79
2714,6.01858,47.4773,-1298,7,4,79
2715,11.7579,45.8407,-1298,7,4,79
2716,10.3227,62.6551,-1298,7,4,79
2717,11.4567,49.0241,-1298,7,4,79
2718,2.27752,59.8464,-1298,7,4,79
2719,-1.42463,86.0928,-1298,7,4,79
2720,9.36359,93.8034,-1298,7,4,79
2721,0.516805,65.5145,-1298,7,4,79
2722,-0.00810078,55.6586,-1298,7,4,79
2723,2.26605,82.6426,-1298,7,4,79
2724,1.92055,57.2226,-1298,7,4,79
2725,11.1309,64.0021,-1298,7,4,79
2726,9.76944,108.216,-1298,7,4,80
2727,14.1882,154.37,-1298,7,4,80
2728,30.3595,172.582,-1298,7,4,80
2729,18.2076,111.526,-1298,7,4,80
2730,18.1158,115.391,-1298,7,4,80
2731,16.1225,137.474,-1298,7,4,80
2732,11.0602,114.574,-1298,7,4,80
2733,19.3275,134.031,-1298,7,4,80
2734,17.6489,174.111,-1298,7,4,80
2735,27.4024,164.775,-1298,7,4,80
2736,16.4039,118.138,-1298,7,4,80
2737,-1.54338,110.067,-1302,7,4,81
2738,6.53195,124.503,-1302,7,4,81
2739,3.53121,171.11,-1302,7,4,81
2740,11.0954,114.945,-1302,7,4,81
2741,9.7977,108.529,-1302,7,4,81
2742,13.4544,170.301,-1302,7,4,81
2743,0.545554,158.498,-1302,7,4,81
2744,1.95314,134.811,-1302,7,4,81
2745,-1.04909,125.089,-1302,7,4,81
2746,6.32815,122.26,-1302,7,4,81
2747,5.66085,159.793,-1302,7,4,81
2748,6.986,123.497,-1302,7,4,81
2749,0.97488,170.132,-1302,7,4,81
2750,2.01308,153.43,-1302,7,4,81
2751,-8.05428,54.1033,-1302,7,4,82
2752,-9.51216,49.1701,-1302,7,4,82
2753,-1.22133,101.232,-1302,7,4,82
2754,-1.41781,86.3485,-1302,7,4,82
2755,-12.3201,86.7602,-1302,7,4,82
2756,2.3252,59.9926,-1302,7,4,82
2757,-0.056788,55.8458,-1302,7,4,82
2758,-12.43,53.7436,-1302,7,4,82
2759,-6.69485,59.8937,-1302,7,4,82
2760,-11.3364,97.8403,-1302,7,4,82
2761,-11.5881,46.8697,-1302,7,4,82
2762,-2.50649,60.844,-1302,7,4,82
2763,-0.6589,80.7028,-1302,7,4,82
2764,-10.8211,62.6159,-1302,7,4,82
2765,-1.33067,77.1302,-1302,7,4,82
2766,-2.74791,75.3824,-1302,7,4,82
2767,-2.56413,94.0773,-1302,7,4,82
2768,-3.77989,54.3115,-1302,7,4,82
2769,-2.86564,55.211,-1302,7,4,82
2770,-6.47936,61.6167,-1302,7,4,82
2771,-14.3527,90.9193,-1302,7,4,82
2772,-1.00901,74.955,-1302,7,4,82
2773,-7.04088,76.3987,-1302,7,4,82
2774,-6.04992,82.2884,-1302,7,4,82
2775,-12.3266,61.9896,-1302,7,4,82
2776,-7.28617,99.9082,-1302,7,4,82
2777,0.591363,63.2142,-1302,7,4,82
2778,-0.732542,66.3439,-1302,7,4,82
2779,1.92641,57.4125,-1302,7,4,82
2780,-10.1147,101.435,-1302,7,4,82
2781,0.521132,65.7091,-1302,7,4,82
2782,-9.01598,90.6611,-1302,7,4,82
2783,-8.5072,66.3527,-1302,7,4,82
2784,-9.888,142.229,-1298,7,4,83
2785,-11.1116,166.18,-1298,7,4,83
2786,0.478496,158.001,-1298,7,4,83
2787,-1.54552,109.755,-1298,7,4,83
2788,-7.35791,128.294,-1298,7,4,83
2789,-4.52438,113.559,-1298,7,4,83
2790,-0.550206,116.379,-1298,7,4,83
2791,-4.85622,131.563,-1298,7,4,83
2792,-5.65139,153.093,-1298,7,4,83
2793,-1.03522,124.701,-1298,7,4,83
2794,-5.25062,130.35,-1298,7,4,83
2795,1.86957,134.408,-1298,7,4,83
2796,-6.40985,121.862,-1298,7,4,83
2797,-24.0431,111.74,-1302,7,4,84
2798,-25.9157,164.973,-1302,7,4,84
2799,-25.9976,128.284,-1302,7,4,84
2800,-29.6171,173.051,-1302,7,4,84
2801,-24.4559,171.157,-1302,7,4,84
2802,-27.0682,155.193,-1302,7,4,84
2803,-21.3014,113.438,-1302,7,4,84
2804,-20.6703,148.724,-1302,7,4,84
2805,-17.5984,104.625,-1302,7,4,84
2806,-12.7353,48.013,-1297.5,7,4,85
2807,-16.4627,94.5538,-1297.5,7,4,85
2808,-16.5493,85.1037,-1297.5,7,4,85
2809,-20.4132,53.8635,-1297.5,7,4,85
2810,-12.2851,61.7733,-1297.5,7,4,85
2811,-19.3219,49.9604,-1297.5,7,4,85
2812,-20.2451,59.3746,-1297.5,7,4,85
2813,-19.1735,49.1283,-1297.5,7,4,85
2814,-12.3661,53.5433,-1297.5,7,4,85
2815,-11.5411,46.6799,-1297.5,7,4,85
2816,-8.34583,52.7718,-1297.5,7,4,85
2817,-15.8029,51.1524,-1297.5,7,4,85
2818,-18.0893,93.874,-1297.5,7,4,85
2819,-13.4525,47.7879,-1297.5,7,4,85
2820,-14.2424,73.5672,-1297.5,7,4,85
2821,-18.1992,62.2046,-1297.5,7,4,85
2822,-19.0393,67.8456,-1297.5,7,4,85
2823,-25.4225,93.7911,-1297.5,7,4,85
2824,-6.69714,59.7018,-1297.5,7,4,85
2825,-3.75888,44.0361,-1297.5,7,4,85
2826,-15.9246,46.0903,-1297.5,7,4,85
2827,-15.4112,60.4443,-1297.5,7,4,85
2828,-14.0993,64.4037,-1297.5,7,4,85
2829,-6.49453,61.428,-1297.5,7,4,85
2830,-8.49814,66.1325,-1297.5,7,4,85
2831,-16.4915,59.375,-1297.5,7,4,85
2832,-9.46862,48.9708,-1297.5,7,4,85
2833,-19.0988,89.293,-1297.5,7,4,85
2834,-23.7634,65.0338,-1297.5,7,4,85
2835,-20.6929,94.6524,-1297.5,7,4,85
2836,-12.284,86.473,-1297.5,7,4,85
2837,-14.2753,90.6246,-1297.5,7,4,85
2838,-10.7459,62.43,-1297.5,7,4,85
2839,-13.2227,57.3253,-1297.5,7,4,85
2840,-17.0302,59.4771,-1297.5,7,4,85
2841,-43.6149,156.503,-1298,7,4,86
2842,-34.5705,142.289,-1298,7,4,86
2843,-25.9447,127.89,-1298,7,4,86
2844,-37.6518,155.172,-1298,7,4,86
2845,-34.9024,167.942,-1298,7,4,86
2846,-27.2789,114.781,-1298,7,4,86
2847,-35.8495,164.761,-1298,7,4,86
2848,-38.1162,151.468,-1298,7,4,86
2849,-36.7525,130.601,-1298,7,4,86
2850,-23.9667,111.4,-1298,7,4,86
2851,-17.57,104.294,-1298,7,4,86
2852,-25.8702,105.516,-1298,7,4,86
2853,-26.7237,114.168,-1298,7,4,86
2854,-12.797,48.2067,-1302.5,7,4,87
2855,-31.7081,89.8117,-1302.5,7,4,87
2856,-30.311,87.3535,-1302.5,7,4,87
2857,-19.3973,50.1609,-1302.5,7,4,87
2858,-39.5687,79.6525,-1302.5,7,4,87
2859,-31.2681,89.1416,-1302.5,7,4,87
2860,-23.8462,50.449,-1302.5,7,4,87
2861,-18.261,62.4431,-1302.5,7,4,87
2862,-11.5969,46.8772,-1302.5,7,4,87
2863,-16.5505,59.6203,-1302.5,7,4,87
2864,-20.4791,54.0793,-1302.5,7,4,87
2865,-39.3219,90.5546,-1302.5,7,4,87
2866,-21.9383,54.4662,-1302.5,7,4,87
2867,-13.5114,47.9716,-1302.5,7,4,87
2868,-20.3223,59.5801,-1302.5,7,4,87
2869,-25.9089,62.7457,-1302.5,7,4,87
2870,-17.1201,59.6888,-1302.5,7,4,87
2871,-38.2753,84.1081,-1302.5,7,4,87
2872,-19.3201,49.3214,-1302.5,7,4,87
2873,-30.9034,55.9888,-1302.5,7,4,87
2874,-39.6233,91.2821,-1302.5,7,4,87
2875,-16.0001,46.2711,-1302.5,7,4,87
2876,-19.1448,68.1046,-1302.5,7,4,87
2877,-30.5451,52.1188,-1302.5,7,4,87
2878,-36.5079,66.7756,-1302.5,7,4,87
2879,-38.8646,83.4402,-1302.5,7,4,87
2880,-23.5502,51.3023,-1302.5,7,4,87
2881,-23.3676,53.0827,-1302.5,7,4,87
2882,-42.3107,86.2724,-1302.5,7,4,87
2883,-15.8928,51.3689,-1302.5,7,4,87
2884,-24.4062,41.218,-1302.5,7,4,87
2885,-61.1337,162.967,-1302,7,4,88
2886,-42.9382,125.514,-1302,7,4,88
2887,-40.2536,141.81,-1302,7,4,88
2888,-47.5994,118.81,-1302,7,4,88
2889,-42.241,140.23,-1302,7,4,88
2890,-34.4433,101.27,-1302,7,4,88
2891,-36.9176,130.98,-1302,7,4,88
2892,-37.2914,101.429,-1302,7,4,88
2893,-44.3944,144.476,-1302,7,4,88
2894,-63.1863,163.585,-1302,7,4,88
2895,-32.4641,100.715,-1302,7,4,88
2896,-42.885,120.793,-1302,7,4,88
2897,-37.1844,101.111,-1298,7,4,89
2898,-59.4068,150.698,-1298,7,4,89
2899,-47.4655,118.454,-1298,7,4,89
2900,-59.9218,146.046,-1298,7,4,89
2901,-57.4822,143.616,-1298,7,4,89
2902,-52.4888,99.7507,-1298,7,4,89
2903,-59.7527,130.561,-1298,7,4,89
2904,-65.3247,155.435,-1298,7,4,89
2905,-65.0751,150.414,-1298,7,4,89
2906,-61.9618,119.967,-1298,7,4,89
2907,-25.3675,39.53,-1298,7,4,90
2908,-44.2779,62.1593,-1298,7,4,90
2909,-38.1026,50.2639,-1298,7,4,90
2910,-29.7112,48.1493,-1298,7,4,90
2911,-38.694,47.5926,-1298,7,4,90
2912,-49.1049,84.2946,-1298,7,4,90
2913,-41.419,66.9676,-1298,7,4,90
2914,-35.0351,49.3729,-1298,7,4,90
2915,-53.0324,78.4549,-1298,7,4,90
2916,-39.4611,79.3707,-1298,7,4,90
2917,-29.248,40.1208,-1298,7,4,90
2918,-24.3295,41.0897,-1298,7,4,90
2919,-43.4711,57.3977,-1298,7,4,90
2920,-33.472,54.5736,-1298,7,4,90
2921,-46.3976,75.8575,-1298,7,4,90
2922,-39.0442,63.475,-1298,7,4,90
2923,-23.7488,50.2857,-1298,7,4,90
2924,-35.0817,67.8248,-1298,7,4,90
2925,-35.7863,48.7807,-1298,7,4,90
2926,-30.3985,51.9503,-1298,7,4,90
2927,-31.3161,62.9616,-1298,7,4,90
2928,-28.2221,40.5519,-1298,7,4,90
2929,-23.4459,51.1311,-1298,7,4,90
2930,-36.3654,66.5679,-1298,7,4,90
2931,-23.302,52.9058,-1298,7,4,90
2932,-44.6401,72.7024,-1298,7,4,90
2933,-27.1668,39.0212,-1298,7,4,90
2934,-30.7744,55.8173,-1298,7,4,90
2935,-55.1395,83.233,-1298,7,4,90
2936,-26.9649,55.599,-1298,7,4,90
2937,-49.6238,77.7729,-1298,7,4,90
2938,-36.805,70.3488,-1298,7,4,90
2939,-45.7074,80.5686,-1298,7,4,90
2940,-31.7744,51.743,-1298,7,4,90
2941,-31.1936,34.9702,-1298,7,4,90
2942,-47.9763,84.6539,-1298,7,4,90
2943,-82.856,141.305,-1302,7,4,91
2944,-59.1169,102.795,-1302,7,4,91
2945,-76.2382,124.903,-1302,7,4,91
2946,-52.6194,100.07,-1302,7,4,91
2947,-62.1754,120.309,-1302,7,4,91
2948,-73.9558,116.387,-1302,7,4,91
2949,-63.8735,106.814,-1302,7,4,91
2950,-57.2966,100.555,-1302,7,4,91
2951,-86.444,125.175,-1298,7,4,92
2952,-73.1528,105.507,-1298,7,4,92
2953,-82.799,122.951,-1298,7,4,92
2954,-68.8854,89.2798,-1298,7,4,92
2955,-88.1358,120.302,-1298,7,4,92
2956,-65.6143,89.1937,-1298,7,4,92
2957,-63.6499,106.498,-1298,7,4,92
2958,-87.1862,128.559,-1298,7,4,92
2959,-69.2376,99.5262,-1298,7,4,92
2960,-76.0154,124.373,-1298,7,4,92
2961,-74.9504,97.3374,-1298,7,4,92
2962,-73.784,115.984,-1298,7,4,92
2963,-43.8512,45.6076,-1302,7,4,93
2964,-42.0733,50.4549,-1302,7,4,93
2965,-34.658,30.2794,-1302,7,4,93
2966,-44.2325,54.6766,-1302,7,4,93
2967,-29.3426,40.2454,-1302,7,4,93
2968,-38.8012,47.7015,-1302,7,4,93
2969,-41.4766,39.0548,-1302,7,4,93
2970,-69.9733,70.4184,-1302,7,4,93
2971,-35.8989,48.9227,-1302,7,4,93
2972,-34.9312,34.2397,-1302,7,4,93
2973,-38.2242,50.4135,-1302,7,4,93
2974,-45.0697,55.8109,-1302,7,4,93
2975,-44.4168,62.3604,-1302,7,4,93
2976,-37.582,39.4221,-1302,7,4,93
2977,-47.6243,55.1835,-1302,7,4,93
2978,-42.9284,50.6862,-1302,7,4,93
2979,-38.6577,36.0622,-1302,7,4,93
2980,-31.3136,35.0853,-1302,7,4,93
2981,-25.5079,39.6049,-1302,7,4,93
2982,-27.2335,39.1618,-1302,7,4,93
2983,-65.8679,73.5549,-1302,7,4,93
2984,-43.6145,57.5716,-1302,7,4,93
2985,-38.312,42.2015,-1302,7,4,93
2986,-24.4275,41.1885,-1302,7,4,93
2987,-35.1111,49.5401,-1302,7,4,93
2988,-45.6246,56.3067,-1302,7,4,93
2989,-28.325,40.6707,-1302,7,4,93
2990,-101.388,126.441,-1302,7,4,94
2991,-96.307,119.539,-1302,7,4,94
2992,-65.8222,89.4804,-1302,7,4,94
2993,-88.4632,105.319,-1302,7,4,94
2994,-74.9441,88.8821,-1302,7,4,94
2995,-93.5611,102.024,-1302,7,4,94
2996,-98.9318,113.23,-1302,7,4,94
2997,-83.8294,102.009,-1302,7,4,94
2998,-79.2261,100.065,-1302,7,4,94
2999,-77.8237,95.4022,-1302,7,4,94
3000,-88.0547,96.6091,-1302,7,4,94
3001,-81.3667,85.3462,-1302,7,4,94
3002,-73.4251,77.3479,-1302,7,4,94
3003,-75.1563,97.6686,-1302,7,4,94
3004,-121.085,109.241,-1298,7,4,95
3005,-81.1074,85.1025,-1298,7,4,95
3006,-94.1145,92.4528,-1298,7,4,95
3007,-98.0045,99.8783,-1298,7,4,95
3008,-101.291,103.023,-1298,7,4,95
3009,-113.464,111.66,-1298,7,4,95
3010,-91.0732,86.8659,-1298,7,4,95
3011,-93.2431,101.764,-1298,7,4,95
3012,-112.643,112.183,-1298,7,4,95
3013,-111.363,116.065,-1298,7,4,95
3014,-104.583,101.72,-1298,7,4,95
3015,-112.587,102.864,-1298,7,4,95
3016,-79.0523,79.4412,-1298,7,4,95
3017,-112.118,121.417,-1298,7,4,95
3018,-108.521,97.3137,-1298,7,4,95
3019,-87.7939,96.3146,-1298,7,4,95
3020,-114.623,107.446,-1298,7,4,95
3021,-73.2231,77.0768,-1298,7,4,95
3022,-37.0294,24.3603,-1297.5,7,4,96
3023,-42.3897,32.0288,-1297.5,7,4,96
3024,-56.6655,44.1557,-1297.5,7,4,96
3025,-27.1004,22.7843,-1297.5,7,4,96
3026,-38.159,42.0924,-1297.5,7,4,96
3027,-31.1402,34.9799,-1297.5,7,4,96
3028,-63.5625,49.1916,-1297.5,7,4,96
3029,-64.8419,60.7392,-1297.5,7,4,96
3030,-69.7294,70.1738,-1297.5,7,4,96
3031,-62.3846,54.6952,-1297.5,7,4,96
3032,-58.8375,47.5889,-1297.5,7,4,96
3033,-64.1101,60.9032,-1297.5,7,4,96
3034,-48.4271,39.6839,-1297.5,7,4,96
3035,-45.412,29.8758,-1297.5,7,4,96
3036,-48.804,37.7702,-1297.5,7,4,96
3037,-38.5183,35.9553,-1297.5,7,4,96
3038,-34.832,34.122,-1297.5,7,4,96
3039,-40.894,26.9376,-1297.5,7,4,96
3040,-41.3057,38.9277,-1297.5,7,4,96
3041,-43.717,45.4585,-1297.5,7,4,96
3042,-37.3287,39.0818,-1297.5,7,4,96
3043,-54.0862,36.9555,-1297.5,7,4,96
3044,-41.0911,31.7745,-1297.5,7,4,96
3045,-57.5994,53.0411,-1297.5,7,4,96
3046,-61.7375,53.2877,-1297.5,7,4,96
3047,-47.4395,41.2733,-1297.5,7,4,96
3048,-74.2601,62.6679,-1297.5,7,4,96
3049,-91.8517,72.4707,-1302,7,4,97
3050,-135.279,109.117,-1302,7,4,97
3051,-121.506,109.509,-1302,7,4,97
3052,-99.1004,85.1426,-1302,7,4,97
3053,-128.481,102.302,-1302,7,4,97
3054,-103.496,76.2908,-1302,7,4,97
3055,-124.534,104.614,-1302,7,4,97
3056,-112.968,103.134,-1302,7,4,97
3057,-118.859,107.191,-1302,7,4,97
3058,-134.747,111.405,-1302,7,4,97
3059,-118.724,102.384,-1302,7,4,97
3060,-97.1447,73.6814,-1302,7,4,97
3061,-97.8335,74.2533,-1302,7,4,97
3062,-108.809,97.665,-1302,7,4,97
3063,-45.5867,30.0174,-1302.5,7,4,98
3064,-66.0887,36.7168,-1302.5,7,4,98
3065,-72.1372,42.2413,-1302.5,7,4,98
3066,-41.273,31.8893,-1302.5,7,4,98
3067,-37.2064,24.5301,-1302.5,7,4,98
3068,-64.3695,40.7065,-1302.5,7,4,98
3069,-74.6227,51.2118,-1302.5,7,4,98
3070,-48.0205,25.1169,-1302.5,7,4,98
3071,-41.0129,27.0386,-1302.5,7,4,98
3072,-45.4924,25.3269,-1302.5,7,4,98
3073,-48.9955,37.9118,-1302.5,7,4,98
3074,-55.974,31.6914,-1302.5,7,4,98
3075,-54.2898,37.0512,-1302.5,7,4,98
3076,-56.7804,31.775,-1302.5,7,4,98
3077,-56.8006,29.2659,-1302.5,7,4,98
3078,-66.5808,43.2344,-1302.5,7,4,98
3079,-42.5597,32.15,-1302.5,7,4,98
3080,-60.2905,27.1236,-1302.5,7,4,98
3081,-56.9013,44.2811,-1302.5,7,4,98
3082,-91.5431,72.2376,-1298,7,4,99
3083,-103.184,76.0464,-1298,7,4,99
3084,-124.644,76.868,-1298,7,4,99
3085,-99.5668,58.2351,-1298,7,4,99
3086,-86.3315,58.7445,-1298,7,4,99
3087,-91.6609,69.0473,-1298,7,4,99
3088,-99.9351,64.3662,-1298,7,4,99
3089,-138.954,98.6704,-1298,7,4,99
3090,-90.5215,62.342,-1298,7,4,99
3091,-97.5282,74.0508,-1298,7,4,99
3092,-96.8705,73.4185,-1298,7,4,99
3093,-133.314,71.0788,-1302,7,4,100
3094,-147.275,86.0095,-1302,7,4,100
3095,-99.8509,58.4456,-1302,7,4,100
3096,-125.014,77.1449,-1302,7,4,100
3097,-126.835,67.6993,-1302,7,4,100
3098,-94.4582,47.2043,-1302,7,4,100
3099,-114.097,57.4565,-1302,7,4,100
3100,-115.373,61.5435,-1302,7,4,100
3101,-97.7633,54.0246,-1302,7,4,100
3102,-96.3465,47.3976,-1302,7,4,100
3103,-150.138,86.4594,-1302,7,4,100
3104,-100.218,64.6064,-1302,7,4,100
3105,-114.834,65.0211,-1302,7,4,100
3106,-76.6907,24.4331,-1298,7,4,101
3107,-91.2649,30.9029,-1298,7,4,101
3108,-47.8628,25.0479,-1298,7,4,101
3109,-55.7729,31.5716,-1298,7,4,101
3110,-69.5687,23.1067,-1298,7,4,101
3111,-37.0098,24.395,-1298,7,4,101
3112,-56.5928,29.1511,-1298,7,4,101
3113,-60.0575,26.9602,-1298,7,4,101
3114,-45.3597,25.2559,-1298,7,4,101
3115,-55.5119,17.1218,-1298,7,4,101
3116,-56.5961,31.642,-1298,7,4,101
3117,-49.3807,15.9893,-1298,7,4,101
3118,-65.398,23.3274,-1298,7,4,101
3119,-51.7375,12.7983,-1298,7,4,101
3120,-94.1637,47.0704,-1298,7,4,102
3121,-155.256,74.3731,-1298,7,4,102
3122,-137.659,55.6024,-1298,7,4,102
3123,-157.662,66.253,-1298,7,4,102
3124,-113.765,57.2554,-1298,7,4,102
3125,-102.135,36.8163,-1298,7,4,102
3126,-154.653,72.4127,-1298,7,4,102
3127,-107.485,45.6283,-1298,7,4,102
3128,-113.77,44.3042,-1298,7,4,102
3129,-162.011,63.8009,-1298,7,4,102
3130,-144.169,58.8744,-1298,7,4,102
3131,-148.012,61.1725,-1298,7,4,102
3132,-96.0729,47.2028,-1298,7,4,102
3133,-114.086,44.4867,-1302,7,4,103
3134,-122.31,39.5968,-1302,7,4,103
3135,-110.75,36.1967,-1302,7,4,103
3136,-102.449,36.9478,-1302,7,4,103
3137,-101.275,29.9626,-1302,7,4,103
3138,-64.4704,12.2128,-1302,7,4,104
3139,-49.5215,16.0284,-1302,7,4,104
3140,-67.5637,14.1895,-1302,7,4,104
3141,-47.7735,7.22718,-1302,7,4,104
3142,-65.6096,23.3875,-1302,7,4,104
3143,-64.8659,15.5472,-1302,7,4,104
3144,-74.8704,25.1994,-1302,7,4,104
3145,-85.1119,16.3456,-1302,7,4,104
3146,-57.7925,9.27259,-1302,7,4,104
3147,-79.1367,14.5334,-1302,7,4,104
3148,-51.9219,12.7996,-1302,7,4,104
3149,-64.7072,12.8352,-1302,7,4,104
3150,-53.3934,6.46816,-1302,7,4,104
3151,-69.7907,23.1571,-1302,7,4,104
3152,-93.285,20.2618,-1302,7,4,104
3153,-92.2193,27.8733,-1302,7,4,104
3154,-81.5852,21.5666,-1302,7,4,104
3155,-69.7282,14.812,-1302,7,4,104
3156,-88.3427,13.419,-1302,7,4,104
3157,-66.7716,15.0792,-1302,7,4,104
3158,-55.6768,17.1977,-1302,7,4,104
3159,-52.5367,7.75367,-1302,7,4,104
3160,-73.3988,13.7392,-1302,7,4,104
3161,-76.8991,24.5038,-1302,7,4,104
3162,-114.856,21.8005,-1298,7,4,105
3163,-167.466,33.8146,-1298,7,4,105
3164,-115.78,22.7882,-1298,7,4,105
3165,-112.214,21.4899,-1298,7,4,105
3166,-100.968,29.9369,-1298,7,4,105
3167,-121.634,26.117,-1298,7,4,105
3168,-87.2021,0.969788,-1297.5,7,4,106
3169,-88.0315,13.3731,-1297.5,7,4,106
3170,-47.8123,0.327322,-1297.5,7,4,106
3171,-54.7185,-3.54275,-1297.5,7,4,106
3172,-62.6335,1.69439,-1297.5,7,4,106
3173,-64.4934,12.7745,-1297.5,7,4,106
3174,-95.5225,9.02819,-1297.5,7,4,106
3175,-73.1529,13.6611,-1297.5,7,4,106
3176,-57.6031,9.22292,-1297.5,7,4,106
3177,-35.1441,-2.52541,-1297.5,7,4,106
3178,-49.6559,-3.74057,-1297.5,7,4,106
3179,-95.8205,3.55394,-1297.5,7,4,106
3180,-55.8426,2.9655,-1297.5,7,4,106
3181,-53.1971,6.46874,-1297.5,7,4,106
3182,-88.08,2.69398,-1297.5,7,4,106
3183,-63.8327,-1.77221,-1297.5,7,4,106
3184,-94.2495,7.49283,-1297.5,7,4,106
3185,-49.2205,1.79232,-1297.5,7,4,106
3186,-64.2601,12.1543,-1297.5,7,4,106
3187,-47.6113,7.18269,-1297.5,7,4,106
3188,-30.3749,-2.71623,-1297.5,7,4,106
3189,-88.716,8.26104,-1297.5,7,4,106
3190,-54.9592,-0.865618,-1297.5,7,4,106
3191,-52.3661,7.70736,-1297.5,7,4,106
3192,-93.1391,4.39616,-1297.5,7,4,106
3193,-78.0985,-1.65255,-1297.5,7,4,106
3194,-83.2947,1.86598,-1297.5,7,4,106
3195,-60.2372,3.76405,-1297.5,7,4,106
3196,-94.661,4.41563,-1297.5,7,4,106
